company	column	pore size	particle size	inner diameter	length	usp	mode	Column name	full description	Metabolights Term
Shimadzu	Shim-pack GIST Phenyl	100	2	2.1	75			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (75mm x 2.1 mm, 2 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	2	2.1	100			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (100mm x 2.1 mm, 2 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	2	2.1	150			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (150mm x 2.1 mm, 2 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	2	3	30			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (30mm x 3 mm, 2 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	2	3	50			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (50mm x 3 mm, 2 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	2	3	75			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (75mm x 3 mm, 2 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	2	3	100			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (100mm x 3 mm, 2 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	2	3	150			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (150mm x 3 mm, 2 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	1	30			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (30mm x 1 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	1	50			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (50mm x 1 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	1	75			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (75mm x 1 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	1	100			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (100mm x 1 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	1	150			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (150mm x 1 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	1	250			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (250mm x 1 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	1.5	30			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (30mm x 1.5 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	1.5	50			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (50mm x 1.5 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	1.5	75			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (75mm x 1.5 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	1.5	100			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (100mm x 1.5 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	1.5	150			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (150mm x 1.5 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	1.5	250			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (250mm x 1.5 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	2.1	20			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (20mm x 2.1 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	2.1	30			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (30mm x 2.1 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	2.1	50			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (50mm x 2.1 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	2.1	75			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (75mm x 2.1 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	2.1	100			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (100mm x 2.1 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	2.1	150			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (150mm x 2.1 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	2.1	250			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (250mm x 2.1 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	3	20			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (20mm x 3 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	3	30			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (30mm x 3 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	3	50			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (50mm x 3 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	3	75			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (75mm x 3 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	3	100			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (100mm x 3 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	3	150			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (150mm x 3 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	3	250			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (250mm x 3 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	4	20			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (20mm x 4 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	4	30			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (30mm x 4 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	4	50			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (50mm x 4 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	4	75			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (75mm x 4 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	4	100			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (100mm x 4 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	4	150			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (150mm x 4 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	4	250			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (250mm x 4 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	4.6	20			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (20mm x 4.6 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	4.6	30			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (30mm x 4.6 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	4.6	50			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (50mm x 4.6 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	4.6	75			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (75mm x 4.6 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	4.6	100			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (100mm x 4.6 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	4.6	150			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (150mm x 4.6 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	3	4.6	250			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (250mm x 4.6 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	1	30			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (30mm x 1 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	1	50			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (50mm x 1 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	1	75			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (75mm x 1 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	1	100			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (100mm x 1 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	1	150			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (150mm x 1 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	1	250			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (250mm x 1 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	1.5	30			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (30mm x 1.5 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	1.5	50			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (50mm x 1.5 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	1.5	75			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (75mm x 1.5 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	1.5	100			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (100mm x 1.5 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	1.5	150			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (150mm x 1.5 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	1.5	250			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (250mm x 1.5 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	2.1	20			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (20mm x 2.1 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	2.1	30			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (30mm x 2.1 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	2.1	50			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (50mm x 2.1 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	2.1	75			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (75mm x 2.1 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	2.1	100			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (100mm x 2.1 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	2.1	150			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (150mm x 2.1 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	2.1	250			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (250mm x 2.1 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	3	20			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (20mm x 3 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	3	30			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (30mm x 3 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	3	50			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (50mm x 3 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	3	75			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (75mm x 3 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	3	100			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (100mm x 3 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	3	150			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (150mm x 3 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	3	250			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (250mm x 3 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	4	20			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (20mm x 4 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	4	30			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (30mm x 4 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	4	50			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (50mm x 4 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	4	75			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (75mm x 4 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	4	100			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (100mm x 4 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	4	150			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (150mm x 4 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	4	250			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (250mm x 4 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	4.6	20			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (20mm x 4.6 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	4.6	30			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (30mm x 4.6 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	4.6	50			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (50mm x 4.6 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	4.6	75			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (75mm x 4.6 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	4.6	100			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (100mm x 4.6 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	4.6	150			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (150mm x 4.6 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl	100	5	4.6	250			Shimadzu Shim-pack GIST Phenyl	Shimadzu Shim-pack GIST Phenyl (250mm x 4.6 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	1	30			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (30mm x 1 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	1	50			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (50mm x 1 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	1	75			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (75mm x 1 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	1	100			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (100mm x 1 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	1	150			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (150mm x 1 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	1	250			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (250mm x 1 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	1.5	30			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (30mm x 1.5 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	1.5	50			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (50mm x 1.5 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	1.5	75			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (75mm x 1.5 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	1.5	100			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (100mm x 1.5 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	1.5	150			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (150mm x 1.5 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	1.5	250			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (250mm x 1.5 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	2.1	30			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (30mm x 2.1 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	2.1	50			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (50mm x 2.1 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	2.1	75			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (75mm x 2.1 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	2.1	100			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (100mm x 2.1 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	2.1	150			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (150mm x 2.1 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	2.1	250			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (250mm x 2.1 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	3	30			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (30mm x 3 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	3	50			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (50mm x 3 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	3	75			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (75mm x 3 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	3	100			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (100mm x 3 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	3	150			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (150mm x 3 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	3	250			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (250mm x 3 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	4	30			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (30mm x 4 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	4	50			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (50mm x 4 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	4	75			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (75mm x 4 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	4	100			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (100mm x 4 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	4	150			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (150mm x 4 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	4	250			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (250mm x 4 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	4.6	30			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (30mm x 4.6 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	4.6	50			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (50mm x 4.6 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	4.6	75			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (75mm x 4.6 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	4.6	100			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (100mm x 4.6 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	4.6	150			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (150mm x 4.6 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	3	4.6	250			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (250mm x 4.6 mm, 3 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	5	1	30			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (30mm x 1 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	5	1	50			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (50mm x 1 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	5	1	75			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (75mm x 1 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	5	1	100			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (100mm x 1 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	5	1	150			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (150mm x 1 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	5	1	250			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (250mm x 1 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	5	1.5	30			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (30mm x 1.5 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	5	1.5	50			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (50mm x 1.5 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	5	1.5	75			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (75mm x 1.5 mm, 5 µm, 100 Å)	
Shimadzu	Shim-pack GIST Phenyl-Hexyl	100	5	1.5	100			Shimadzu Shim-pack GIST Phenyl-Hexyl	Shimadzu Shim-pack GIST Phenyl-Hexyl (100mm x 1.5 mm, 5 µm, 100 Å)	
